super_opeid,name,par_income_bin,par_income_lab,attend,stderr_attend,attend_level,attend_sat,stderr_attend_sat,attend_level_sat,rel_apply,stderr_rel_apply,rel_attend,stderr_rel_attend,rel_att_cond_app,rel_apply_sat,stderr_rel_apply_sat,rel_attend_sat,stderr_rel_attend_sat,rel_att_cond_app_sat,attend_unwgt,stderr_attend_unwgt,attend_unwgt_level,rel_attend_unwgt,rel_apply_unwgt,stderr_rel_attend_unwgt,stderr_rel_apply_unwgt,rel_att_cond_app_unwgt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711,Cornell University,85,80-90,0.01081537,0.00036352786,0.011740782,0.015245785,0.0010285394,0.018858287,0.92897928,0.0092098555,0.92117965,0.03096283,0.99160409,0.89692986,0.01864255,0.80843955,0.054540444,0.9013409,0.0014876432,0.000038547856,0.0013760885,1.0810666,1.1110132,0.02801263,0.0084988317,0.97304571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711,Cornell University,92.5,90-95,0.010348632,0.00035521534,0.011740782,0.017838012,0.001183368,0.018858287,0.99464011,0.0097498372,0.8814261,0.030254826,0.88617587,1.0221506,0.021169886,0.94589782,0.062750556,0.9253996,0.0022746655,0.000063670603,0.0013760885,1.6529937,1.7414435,0.046269264,0.014368332,0.94920892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711,Cornell University,95.5,95-96,0.011799295,0.00068989489,0.011740782,0.019668486,0.0023493392,0.018858287,1.066336,0.018801566,1.0049838,0.058760557,0.94246441,1.0489804,0.040776491,1.0429624,0.12457861,0.99426305,0.0035245719,0.00017320046,0.0013760885,2.5612974,2.3706644,0.12586434,0.036755256,1.0804133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711,Cornell University,96.5,96-97,0.013487599,0.00070361502,0.011740782,0.023407897,0.0023971307,0.018858287,1.0647045,0.017734716,1.148782,0.059929144,1.0789679,1.1329038,0.039459556,1.2412525,0.12711285,1.095638,0.0041268934,0.00018618292,0.0013760885,2.9990029,2.543025,0.13529865,0.037939027,1.1793053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711,Cornell University,97.5,97-98,0.014321391,0.00066766789,0.011740782,0.023769584,0.0022671081,0.018858287,1.1164526,0.016868228,1.2197987,0.056867409,1.0925665,1.1353548,0.037267193,1.2604318,0.12021813,1.1101656,0.0049062688,0.00020215152,0.0013760885,3.5653732,2.9343607,0.14690299,0.040519081,1.2150426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711,Cornell University,98.5,98-99,0.013989284,0.00061404402,0.011740782,0.024505595,0.0021307385,0.018858287,1.0875816,0.015677851,1.1915121,0.052300096,1.095561,1.1005031,0.034339741,1.2994603,0.11298685,1.1807874,0.0055638249,0.00021385709,0.0013760885,4.0432177,3.1836989,0.1554094,0.042024281,1.2699749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711,Cornell University,99.400002,99-99.9,0.016592866,0.00064014003,0.011740782,,,0.018858287,1.1374639,0.015742548,1.4132675,0.054522775,1.2424724,,,,,,0.0078185853,0.00026688486,0.0013760885,5.681746,3.7374392,0.19394454,0.04793242,1.5202243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711,Cornell University,99.5,Top 1,0.016954012,0.00060109538,0.011740782,0.024668168,0.0018969546,0.018858287,1.1303431,0.014613651,1.4440274,0.051197216,1.2775126,1.0768489,0.030299716,1.308081,0.10058997,1.2147304,0.0082498631,0.00026037797,0.0013760885,5.9951544,3.8077595,0.18921602,0.045943994,1.5744572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711,Cornell University,100,Top 0.1,0.019525487,0.0017638478,0.011740782,,,0.018858287,1.0954159,0.040420812,1.6630483,0.15023255,1.5181888,,,,,,0.012346002,0.0010104007,0.0013760885,8.9718084,4.4455905,0.73425561,0.15838414,2.0181365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2573,Dartmouth College,10,0-20,0.0052695475,0.001213684,0.0073138908,0.0067889672,0.001782377,0.0077172639,0.96782297,0.049188923,0.72048485,0.16594231,0.74443871,1.0377128,0.080951095,0.87971169,0.23095971,0.84774101,0.0001177809,0.000013411494,0.00043652771,0.26981309,0.41333309,0.030723123,0.0091349464,0.65277398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2573,Dartmouth College,30,20-40,0.0049669752,0.00099968142,0.0073138908,0.0034736746,0.0011588071,0.0077172639,1.1381899,0.044253301,0.6791153,0.13668257,0.59666252,1.1167809,0.067261584,0.45011738,0.15015776,0.40304896,0.00011749894,0.000011423818,0.00043652771,0.26916718,0.47569358,0.026169743,0.0082903886,0.56584156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2573,Dartmouth College,50,40-60,0.0056474335,0.00073587452,0.0073138908,0.0053196237,0.0010021264,0.0077172639,0.95849472,0.028196165,0.77215171,0.10061327,0.80558783,0.88186598,0.0411488,0.68931472,0.12985514,0.78165472,0.00016158306,0.000011701171,0.00043652771,0.37015533,0.5333482,0.026805105,0.0076663266,0.69402188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2573,Dartmouth College,65,60-70,0.0059709419,0.00081498106,0.0073138908,0.0032333692,0.00077827642,0.0077172639,0.85108274,0.028261172,0.81638378,0.11142921,0.95922965,0.73187929,0.039013308,0.41897869,0.10084875,0.57246965,0.00021863598,0.000017194274,0.00043652771,0.50085247,0.57658046,0.039388735,0.010124271,0.86866015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2573,Dartmouth College,75,70-80,0.0052383612,0.00055984512,0.0073138908,0.0058029639,0.00085520704,0.0077172639,0.79539526,0.020883873,0.71622086,0.076545455,0.90045905,0.7100141,0.030319411,0.75194573,0.11081739,1.0590575,0.00025049297,0.000017142742,0.00043652771,0.5738306,0.66549772,0.039270684,0.010135064,0.86225778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2573,Dartmouth College,85,80-90,0.0055702012,0.00041927019,0.0073138908,0.0046613598,0.0005712058,0.0077172639,0.82002395,0.015212892,0.76159209,0.057325192,0.92874372,0.78340012,0.023947671,0.60401714,0.074016623,0.77102,0.00036134219,0.000019050072,0.00043652771,0.82776457,0.9973526,0.043640006,0.011633176,0.82996184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2573,Dartmouth College,92.5,90-95,0.0054004481,0.00040935635,0.0073138908,0.0050900304,0.00063663395,0.0077172639,0.86923802,0.015590689,0.7383824,0.055969711,0.84945941,0.86618829,0.027008541,0.65956414,0.082494773,0.76145583,0.00059373648,0.000032530377,0.00043652771,1.3601347,1.6150618,0.074520759,0.02006126,0.84215647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2573,Dartmouth College,95.5,95-96,0.0055819517,0.00072369236,0.0073138908,0.0067982562,0.0013946187,0.0077172639,0.92907882,0.029300742,0.76319867,0.098947659,0.82145739,0.99098617,0.054575898,0.88091534,0.18071413,0.888928,0.00077394152,0.000081511382,0.00043652771,1.7729493,2.1864951,0.1867267,0.051232234,0.81086361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2573,Dartmouth College,96.5,96-97,0.007731209,0.00079317804,0.0073138908,0.0078301262,0.0014023759,0.0077172639,1.0653156,0.02922491,1.0570583,0.10844816,0.99224901,1.090909,0.05332895,1.0146247,0.1817193,0.93007272,0.0013384289,0.00010575196,0.00043652771,3.0660801,2.7743559,0.24225716,0.057535939,1.1051502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
